📆 Saison;🚴‍♂️ Course;📅 Date;🔢 Etape;🟢 Ville départ;🏁 Ville d'arrivée;📏 Distance;🌄 Type;🥇 Vainqueur;👑 Leader général;Format vidéo;📺 Diffuseur;Rareté;Type de course;Titre;Prix vidéo
2022;Tour de Catalogne;22-mars-22;2;L'Escala;Perpignan;202,5;Plat;Kaden Groves;Jonas Iversby Hvideberg;Long format;Eurosport;Très rare;Autre;;5
2022;Tour de Catalogne;23-mars-22;3;Perpignan;La Molina;161;Montagne;Ben O'Connor;Ben O'Connor;Long format;Eurosport;Très rare;Autre;;5
2022;Bruges-La Panne;23-mars-22;;Bruges;La Panne;208;Classique;Tim Merlier;;Long format;Eurosport;Très rare;Autre;;4,5
2022;Tour de Catalogne;24-mars-22;4;La Seu d'Urgell;Boí Taüll;166,5;Montagne;João Almeida;Nairo Quintana;Long format;Eurosport;Très rare;Autre;;5
2022;Tour de Catalogne;25-mars-22;5;Pobla de Segur;Vilanova i la Geltrú;206;Plat;Ethan Vernon;João Almeida;Long format;Eurosport;Très rare;Autre;;5
2022;GP E3;25-mars-22;;Harelbeke;Harelbeke;204;Classique;Wout van Aert;;Long format;Eurosport;Très rare;Autre;;5
2022;Tour de Catalogne;26-mars-22;6;Salou;Cambrils;167,5;Accidentée;Richard Carapaz;Sergio Higuita;Long format;Eurosport;Très rare;Autre;;5
2022;Tour de Catalogne;27-mars-22;7;Barcelone;Barcelone;138,5;Accidentée;Andrea Bagioli;Sergio Higuita;Long format;Eurosport;Très rare;Autre;;5
2022;Gand-Wevelgem;27-mars-22;;Ypres;Wevelgem;249;Classique;Biniam Girmay;;Long format;Eurosport;Très rare;Autre;;4,5
2022;A Travers la Flandre;30-mars-22;;Roulers;Waregem;184;Classique;Mathieu van der Poel;;Long format;Eurosport;Très rare;Autre;;4,5
2022;Tour des Flandres;03-avr-22;;Anvers;Audenarde;272,5;Classique;Mathieu van der Poel;;Long format;Eurosport, France 3;Peu courant;Classique ou Semi-classique;;4,5
2022;Tour du Pays Basque;04-avr-22;1;Fontarrabie;Fontarrabie;7,5;Prologue;Primož Roglič;Primož Roglič;Long format;Eurosport;Très rare;Autre;;5
2022;Tour du Pays Basque;05-avr-22;2;Leitza;Viana;208;Accidentée;Julian Alaphilippe;Primož Roglič;Long format;Eurosport;Très rare;Autre;;5
2022;Tour du Pays Basque;06-avr-22;3;Laudio;Amurrio;181,5;Accidentée;Pello Bilbao;Primož Roglič;Long format;Eurosport;Très rare;Autre;;5
2022;Tour du Pays Basque;07-avr-22;4;Vitoria-Gasteiz;Zamudio;185,5;Accidentée;Daniel Martínez;Primož Roglič;Long format;Eurosport;Très rare;Autre;;5
2022;Tour du Pays Basque;08-avr-22;5;Zamudio;Mallabia;163,5;Montagne;Carlos Rodríguez;Remco Evenepoel;Long format;Eurosport;Très rare;Autre;;5
2022;Tour du Pays Basque;09-avr-22;6;Eibar;Eibar;135,5;Montagne;Ion Izagirre;Daniel Martínez;Long format;Eurosport;Très rare;Autre;;5
2022;Amstel Gold Race;10-avr-22;;Maastricht;Fauquemont;254;Classique;Michał Kwiatkowski;;Long format;Eurosport;Peu courant;Classique ou Semi-classique;;4
2022;Paris-Roubaix;17-avr-22;;Compiègne;Roubaix;257;Classique;Dylan van Baarle;;Long format;Eurosport;Peu courant;Classique ou Semi-classique;;4,5
2022;Flèche Wallonne;20-avr-22;;Blegny;Huy;202;Classique;Dylan Teuns;;Long format;France TV;Très rare;Classique ou Semi-classique;;5,5
2022;Tour des Alpes;21-avr-22;4;Villabassa;Kals am Großglockner;142,5;Montagne;Miguel Ángel López;Pello Bilbao;Long format;Eurosport;Très rare;Autre;;4,5
2022;Tour des Alpes;22-avr-22;5;Lienz;Lienz;116;Accidentée;Thibaut Pinot;Romain Bardet;Long format;Eurosport;Très rare;Autre;;4,5
2022;Liège-Bastogne-Liège;24-avr-22;;Liège;Liège;257;Classique;Remco Evenepoel;;Long format;France TV;Très rare;Classique ou Semi-classique;;6
2022;Giro;06-mai-22;1;Budapest;Visegrád;195;Plat;Mathieu van der Poel;Mathieu van der Poel;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Giro;07-mai-22;2;Budapest;Budapest;9,2;Chrono individuel;Simon Yates;Mathieu van der Poel;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Giro;08-mai-22;3;Kaposvár;Balatonfüred;201;Plat;Mark Cavendish;Mathieu van der Poel;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Giro;10-mai-22;4;Avola;Etna;172;Montagne;Lennard Kämna;Juan Pedro López;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Giro;11-mai-22;5;Catania;Messina;174;Plat;Arnaud Démare;Juan Pedro López;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Giro;12-mai-22;6;Palmi;Scalea;192;Plat;Arnaud Démare;Juan Pedro López;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Giro;13-mai-22;7;Diamante;Potenza;196;Accidentée;Koen Bouwman;Juan Pedro López;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Giro;14-mai-22;8;Naples;Naples;153;Accidentée;Thomas De Gendt;Juan Pedro López;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Giro;15-mai-22;9;Isernia;Blockhaus;191;Montagne;Jai Hindley;Juan Pedro López;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Giro;17-mai-22;10;Pescara;Jesi;196;Accidentée;Biniam Girmay;Juan Pedro López;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Giro;18-mai-22;11;Santarcangelo di Romagna;Reggio Emilia;203;Plat;Alberto Dainese;Juan Pedro López;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Giro;19-mai-22;12;Parma;Genoa;204;Accidentée;Stefano Oldani;Juan Pedro López;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Giro;20-mai-22;13;San Remo;Cuneo;150;Plat;Arnaud Démare;Juan Pedro López;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Giro;21-mai-22;14;Santena;Turin;147;Accidentée;Simon Yates;Richard Carapaz;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Giro;22-mai-22;15;Rivarolo Canavese;Cogne;177;Montagne;Giulio Ciccone;Richard Carapaz;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Giro;24-mai-22;16;Salò;Aprica;202;Montagne;Jan Hirt;Richard Carapaz;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Giro;25-mai-22;17;Ponte di Legno;Lavarone;168;Montagne;Santiago Buitrago;Richard Carapaz;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Giro;26-mai-22;18;Borgo Valsugana;Treviso;152;Plat;Dries De Bondt;Richard Carapaz;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Giro;27-mai-22;19;Marano Lagunare;Castelmonte;178;Accidentée;Koen Bouwman;Richard Carapaz;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Giro;28-mai-22;20;Belluno;Marmolada;168;Montagne;Alessandro Covi;Jai Hindley;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Giro;29-mai-22;21;Verona;Verona;17,4;Chrono individuel;Matteo Sobrero;Jai Hindley;Intégralité;Eurosport;Peu courant;Grand Tour;;5,5
2022;Dauphiné Libéré;05-juin-22;1;La Voulte-sur-Rhône;Beauchastel;192;Accidentée;Wout van Aert;Wout van Aert;Long format;Eurosport;Peu courant;Autre;;3,5
2022;Dauphiné Libéré;06-juin-22;2;Saint-Péray;Brives-Charensac;170;Accidentée;Alexis Vuillermoz;Alexis Vuillermoz;Long format;Eurosport;Peu courant;Autre;;3,5
2022;Dauphiné Libéré;07-juin-22;3;Saint-Paulien;Chastreix-Sancy;164;Accidentée;David Gaudu;Wout van Aert;Long format;Eurosport;Peu courant;Autre;;3,5
2022;Dauphiné Libéré;08-juin-22;4;Montbrison;Château de la Bastie d'Urfé;32;Chrono individuel;Filippo Ganna;Wout van Aert;Long format;Eurosport;Peu courant;Autre;;3,5
2022;Dauphiné Libéré;09-juin-22;5;Thizy-les-Bourgs;Chaintré;162,5;Accidentée;Wout van Aert;Wout van Aert;Long format;Eurosport;Peu courant;Autre;;3,5
2022;Dauphiné Libéré;10-juin-22;6;Rives;Gap;196,5;Accidentée;Valentin Ferron;Wout van Aert;Long format;Eurosport;Peu courant;Autre;;3,5
2022;Dauphiné Libéré;11-juin-22;7;Saint-Chaffrey;Vaujany;134,5;Montagne;Carlos Verona;Primož Roglič;Long format;Eurosport;Peu courant;Autre;;3,5
2022;Dauphiné Libéré;12-juin-22;8;Saint-Alban-Leysse;Col de Solaison;139;Montagne;Jonas Vingegaard;Primož Roglič;Long format;Eurosport;Peu courant;Autre;;3,5
2022;Tour de Slovénie;15-juin-22;1;Nova Gorica;Postojna;165;Accidentée;Rafał Majka;Rafał Majka;Long format;Eurosport;Très rare;Autre;;4,5
2022;Route d'Occitanie;16-juin-22;1;Séméac;L'Isle-Jourdain;174,5;Plat;Arnaud Démare;Arnaud Démare;Long format;Eurosport;Très rare;Autre;;5
2022;Tour de Slovénie;16-juin-22;2;Ptuj;Rogaska Slatina;174;Plat;Dylan Groenewegen;Rafał Majka;Long format;Eurosport;Très rare;Autre;;4,5
2022;Route d'Occitanie;17-juin-22;2;Belmont-sur-Rance;Roquefort-sur-Soulzon;33,6;Chrono individuel;Roger Adrià;Roger Adrià;Long format;Eurosport;Très rare;Autre;;5
2022;Tour de Slovénie;17-juin-22;3;Žalec;Celje;144,5;Accidentée;Tadej Pogačar;Tadej Pogačar;Long format;Eurosport;Très rare;Autre;;4,5
2022;Route d'Occitanie;18-juin-22;3;Sigean;Les Angles;188,7;Montagne;Michael Woods;Michael Woods;Long format;Eurosport;Très rare;Autre;;5
2022;Tour de Slovénie;18-juin-22;4;Laško;Velika Planina;152,5;Montagne;Rafał Majka;Tadej Pogačar;Long format;Eurosport;Très rare;Autre;;4,5
2022;Route d'Occitanie;19-juin-22;4;Les Angles;Auterive;188,3;Accidentée;Niccolò Bonifazio;Michael Woods;Long format;Eurosport;Très rare;Autre;;5
2022;Tour de Slovénie;19-juin-22;5;Vrhnika;Novo Mesto;156;Plat;Tadej Pogačar;Tadej Pogačar;Long format;Eurosport;Très rare;Autre;;4,5
2022;Tour de France;01-juil-22;1;Copenhague;Copenhague;13,2;Chrono individuel;Yves Lampaert;Yves Lampaert;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Tour de France;02-juil-22;2;Roskilde;Nyborg;202,5;Plat;Fabio Jakobsen;Wout van Aert;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Tour de France;03-juil-22;3;Vejle;Sønderborg;182;Plat;Dylan Groenewegen;Wout van Aert;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Tour de France;05-juil-22;4;Dunkerque;Calais;171,5;Accidentée;Wout van Aert;Wout van Aert;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Tour de France;06-juil-22;5;Lille;Arenberg;157;Plat;Simon Clarke;Wout van Aert;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Tour de France;07-juil-22;6;Binche;Longwy;220;Accidentée;Tadej Pogačar;Tadej Pogačar;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Tour de France;08-juil-22;7;Tomblaine;La Planche des Belles Filles;176,5;Montagne;Tadej Pogačar;Tadej Pogačar;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Tour de France;09-juil-22;8;Dole;Lausanne;186,5;Accidentée;Wout van Aert;Tadej Pogačar;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Tour de France;10-juil-22;9;Laissac-Sévérac l'Église;Châtel;193;Montagne;Bob Jungels;Tadej Pogačar;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Tour de France;12-juil-22;10;Morzine;Megève;148;Accidentée;Magnus Cort Nielsen;Tadej Pogačar;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Tour de France;13-juil-22;11;Albertville;Col du Granon;151,5;Montagne;Jonas Vingegaard;Jonas Vingegaard;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Tour de France;14-juil-22;12;Briançon;Alpe d'Huez;165;Montagne;Tom Pidcock;Jonas Vingegaard;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Tour de France;15-juil-22;13;Bourg d'Oisans;Saint-Etienne;192,5;Accidentée;Mads Pedersen;Jonas Vingegaard;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Tour de France;16-juil-22;14;Saint-Etienne;Mende;192,5;Accidentée;Michael Matthews;Jonas Vingegaard;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Tour de France;17-juil-22;15;Rodez;Carcassonne;202,5;Plat;Jasper Philipsen;Jonas Vingegaard;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Tour de France;19-juil-22;16;Carcassonne;Foix;178,5;Accidentée;Hugo Houle;Jonas Vingegaard;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Tour de France;20-juil-22;17;Saint-Gaudens;Peyragudes;129,5;Montagne;Tadej Pogačar;Jonas Vingegaard;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Tour de France;21-juil-22;18;Lourdes;Lourdes-Hautacam;143;Montagne;Jonas Vingegaard;Jonas Vingegaard;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Tour de France;22-juil-22;19;Castelnau-Magnoac;Cahors;188,5;Plat;Christophe Laporte;Jonas Vingegaard;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Tour de France;23-juil-22;20;Lacapelle-Marival;Rocamadour;40,7;Chrono individuel;Wout van Aert;Jonas Vingegaard;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Tour de France;24-juil-22;21;Paris;Paris-Champs-Elysées;115,5;Plat;Jasper Philipsen;Jonas Vingegaard;Intégralité;Eurosport, France TV;Courant;Grand Tour;;5
2022;Clásica San Sebastián;30-juil-22;;San Sebastian;San Sebastian;225;Classique;Remco Evenepoel;;Long format;Eurosport;Très rare;Autre;;4,5
2022;Vuelta;19-août-22;1;Utrecht;Utrecht;23,2;Chrono par équipe;Team Jumbo-Visma;Robert Gesink;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;Vuelta;20-août-22;2;'s-Hertogenbosch;Utrecht;175,1;Plat;Sam Bennett;Mike Teunissen;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;Vuelta;21-août-22;3;Breda;Breda;193,2;Plat;Sam Bennett;Mike Teunissen;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;Vuelta;23-août-22;4;Vitoria-Gasteiz;Laguardia;153,5;Accidentée;Primož Roglič;Primož Roglič;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;Vuelta;24-août-22;5;Irun;Bilbao;187;Accidentée;Marc Soler;Rudy Molard;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;Vuelta;25-août-22;6;Bilbao;Pico Jano;180;Montagne;Jay Vine;Remco Evenepoel;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;Vuelta;26-août-22;7;Camargo;Cistierna;190,1;Accidentée;Jesús Herrada;Remco Evenepoel;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;Vuelta;27-août-22;8;Pola de Laviana;Colláu Fancuaya;154,5;Montagne;Jay Vine;Remco Evenepoel;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;Vuelta;28-août-22;9;Villaviciosa;Les Praeres;175,5;Montagne;Louis Meintjes;Remco Evenepoel;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;Bretagne Classic-GP Plouay;28-août-22;;Plouay;Plouay;255;Classique;Wout van Aert;;Long format;Eurosport;Très rare;Autre;;5
2022;Vuelta;30-août-22;10;Elche;Alicante;31,1;Chrono individuel;Remco Evenepoel;Remco Evenepoel;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;Vuelta;31-août-22;11;ElPozo Alimentación;Cabo de Gata;193;Plat;Kaden Groves;Remco Evenepoel;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;Vuelta;01-sept-22;12;Salobreña;Peñas Blancas;195,5;Accidentée;Richard Carapaz;Remco Evenepoel;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;Vuelta;02-sept-22;13;Ronda;Montilla;171;Plat;Mads Pedersen;Remco Evenepoel;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;Vuelta;03-sept-22;14;Montoro;Sierra de La Pandera;160,3;Montagne;Richard Carapaz;Remco Evenepoel;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;Vuelta;04-sept-22;15;Martos;Sierra Nevada;148,1;Montagne;Thymen Arensman;Remco Evenepoel;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;Vuelta;06-sept-22;16;Sanlúcar de Barrameda;Tomares;189,4;Plat;Mads Pedersen;Remco Evenepoel;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;Vuelta;07-sept-22;17;Aracena;Monasterio de Tentudía;160;Accidentée;Rigoberto Urán;Remco Evenepoel;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;Vuelta;08-sept-22;18;Trujillo;Alto del Piornal;191,7;Montagne;Remco Evenepoel;Remco Evenepoel;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;Vuelta;09-sept-22;19;Talavera de la Reina;Talavera de la Reina;132,7;Accidentée;Mads Pedersen;Remco Evenepoel;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;GP Québec;09-sept-22;;Québec;Québec;202;Classique;Benoît Cosnefroy;;Long format;Eurosport;Très rare;Autre;;5
2022;Vuelta;10-sept-22;20;Moralzarzal;Puerto de Navacerrada;175,5;Montagne;Richard Carapaz;Remco Evenepoel;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;Vuelta;11-sept-22;21;Las Rozas;Madrid;100,5;Plat;Juan Sebastián Molano;Remco Evenepoel;Long format;Eurosport;Courant;Grand Tour;;4,5
2022;GP Montreal;11-sept-22;;Montréal;Montréal;221,5;Classique;Tadej Pogačar;;Long format;Eurosport;Très rare;Autre;;5
2022;Championnat du Monde;24-sept-22;;Helensburgh;Wollongong;164,3;Course en ligne;Annemiek Van Vleuten;;Intégralité;Eurosport, France TV;Courant;Classique ou Semi-classique;;4,5
2022;Championnat du Monde;25-sept-22;;Helensburgh;Wollongong;266,9;Course en ligne;Remco Evenepoel;;Intégralité;Eurosport, France TV;Courant;Classique ou Semi-classique;;4,5
2022;Tour de Lombardie;08-oct-22;;Bergame;Côme;252;Classique;Tadej Pogačar;;Intégralité;Eurosport;Peu courant;Classique ou Semi-classique;;5
2022;Paris-Tours;09-oct-22;;Chartres;Tours;213,5;Classique;Arnaud Démare;;Long format;France TV;Très rare;Autre;;4,5
2023;La Marseillaise;29-janv-23;;Marseille;Marseille;168;Classique;Neilson Powless;;Long format;Eurosport;Très rare;Autre;;5
2023;Etoile de Bessèges;01-févr-23;1;Bellegarde;Bellegarde-sur-Valserine;162;Plat;Arnaud de Lie;Arnaud De Lie;Long format;L'Equipe TV;Très rare;Autre;;4
2023;Etoile de Bessèges;02-févr-23;2;Bagard;Aubais;170;Accidentée;Etape neutralisée;Arnaud De Lie;Long format;L'Equipe TV;Très rare;Autre;;4
2023;Etoile de Bessèges;03-févr-23;3;Bessèges;Bessèges;170;Accidentée;Arnaud de Lie;Arnaud De Lie;Long format;L'Equipe TV;Très rare;Autre;;4
2023;Etoile de Bessèges;04-févr-23;4;Saint-Christol-lez-Alès;Mont Bouquet;147,5;Accidentée;Mattias Skjelmose;Mattias Skjelmose;Long format;L'Equipe TV;Très rare;Autre;;4
2023;Etoile de Bessèges;05-févr-23;5;Alès;Alès;10,5;Chrono individuel;Mads Pedersen;Neilson Powless;Long format;L'Equipe TV;Très rare;Autre;;4
2023;Clásica Jaén;13-févr-23;;Úbeda;Baeza;179;Classique;Tadej Pogačar;;Long format;Eurosport;Très rare;Autre;;4
2023;Tour d'Andalousie-Ruta del Sol;15-févr-23;1;Puente de Génave;Santiago de la Espada; étape de montagne;179;Montagne;Tadej Pogačar;Tadej Pogačar;Long format;Eurosport;Très rare;Autre;3
2023;Tour d'Andalousie-Ruta del Sol;16-févr-23;2;Diezma;Alcalá la Real;156;Accidentée;Tadej Pogačar;Tadej Pogačar;Long format;Eurosport;Très rare;Autre;;5
2023;Tour d'Andalousie-Ruta del Sol;17-févr-23;3;Alcalá de Guadaíra;Alcalá de los Gazules;161;Plat;Tim Wellens;Tadej Pogačar;Long format;Eurosport;Très rare;Autre;;5
2023;Tour d'Andalousie-Ruta del Sol;18-févr-23;4;Olvera;Iznájar;165;Accidentée;Tadej Pogačar;Tadej Pogačar;Long format;Eurosport;Très rare;Autre;;5
2023;Tour d'Andalousie-Ruta del Sol;19-févr-23;5;Villa de Otura;Alhaurin de la Torre;184;Accidentée;Omar Fraile;Tadej Pogačar;Long format;Eurosport;Très rare;Autre;;5
2023;Faun Ardèche Classic;25-févr-23;;Guilherand-Granges;Guilherand-Granges;168,5;Classique;Julian Alaphilippe;;Long format;L'Equipe TV;Très rare;Autre;;4
2023;Omloop Het Nieuwsblad;25-févr-23;;Gand;Ninove;207;Classique;Dylan van Baarle;;Long format;Eurosport;Très rare;Autre;;4,5
2023;Faun Drôme Classic;26-févr-23;;Étoile-sur-Rhône;Étoile-sur-Rhône;191,5;Classique;Anthony Perez;;Long format;L'Equipe TV;Très rare;Autre;;4
2023;Strade Bianche;04-mars-23;;Sienne;Sienne;184;Classique;Tom Pidcock;;Long format;Eurosport;Très rare;Autre;;4,5
2023;Paris-Nice;05-mars-23;1;La Verrière;La Verrière;169;Accidentée;Tim Merlier;Tim Merlier;Long format;Eurosport, France TV;Peu courant;Autre;;3,5
2023;Tirreno-Adriatico;06-mars-23;1;Lido di Camaiore;Lido di Camaiore;11,5;Chrono individuel;Filippo Ganna;Filippo Ganna;Long format;Eurosport;Très rare;Autre;;5
2023;Paris-Nice;06-mars-23;2;Bazainville;Fontainebleau;163;Plat;Mads Pedersen;Mads Pedersen;Long format;Eurosport;Peu courant;Autre;;3,5
2023;Tirreno-Adriatico;07-mars-23;2;Camaiore;Follonica;210;Accidentée;Fabio Jakobsen;Filippo Ganna;Long format;Eurosport;Très rare;Autre;;5
2023;Paris-Nice;07-mars-23;3;Dampierre-en-Burly;Dampierre-en-Burly;32;Chrono par équipe;Jumbo-Visma;Magnus Cort Nielsen;Long format;Eurosport;Peu courant;Autre;;3,5
2023;Tirreno-Adriatico;08-mars-23;3;Follonica;Foligno;216;Accidentée;Jasper Philipsen;Filippo Ganna;Long format;Eurosport;Très rare;Autre;;5
2023;Paris-Nice;08-mars-23;4;Saint-Amand-Montrond;La Loge des Gardes;164;Montagne;Tadej Pogačar;Tadej Pogačar;Long format;Eurosport;Peu courant;Autre;;3,5
2023;Tirreno-Adriatico;09-mars-23;4;Greccio;Tortoreto;218;Accidentée;Primož Roglič;Lennard Kämna;Long format;Eurosport;Très rare;Autre;;5
2023;Paris-Nice;09-mars-23;5;Saint-Symphorien-sur-Coise;Saint-Paul-Trois-Châteaux;212;Accidentée;Olav Kooij;Tadej Pogačar;Long format;Eurosport;Peu courant;Autre;;3,5
2023;Tirreno-Adriatico;10-mars-23;5;Morro d'Oro;Sassotetto;168;Montagne;Primož Roglič;Primož Roglič;Long format;Eurosport;Très rare;Autre;;5
2023;Paris-Nice;10-mars-23;6;Tourves;La Colle-sur-Loup;197;Accidentée;NON ATTRIBUÉE;Tadej Pogačar;Long format;Eurosport;Peu courant;Autre;;3,5
2023;Tirreno-Adriatico;11-mars-23;6;Osimo Stazione;Osimo;193;Accidentée;Primož Roglič;Primož Roglič;Long format;Eurosport;Très rare;Autre;;5
2023;Paris-Nice;11-mars-23;7;Nice;Col de la Couillole;143;Montagne;Tadej Pogačar;Tadej Pogačar;Long format;Eurosport;Peu courant;Autre;;3,5
2023;Tirreno-Adriatico;12-mars-23;7;San Benedetto del Tronto;San Benedetto del Tronto;154;Plat;Jasper Philipsen;Primož Roglič;Long format;Eurosport;Très rare;Autre;;5
2023;Paris-Nice;12-mars-23;8;Nice;Nice;118;Montagne;Tadej Pogačar;Tadej Pogačar;Long format;Eurosport;Peu courant;Autre;;3,5
2023;Nokere Koerse;15-mars-23;;Deinze;Nokere;194;Classique;Tim Merlier;;Long format;Eurosport;Très rare;Autre;;4,5
2023;Milan-Turin;15-mars-23;;Rho;Orbassano;192;Classique;Arvid de Kleijn;;Long format;Eurosport;Très rare;Autre;;5
2023;GP Denain;16-mars-23;;Denain;Denain;195;Classique;Sebastián Molano;;Long format;Eurosport;Très rare;Autre;;4
2023;Milan-San Remo;18-mars-23;;Abbiategrasso;Sanremo;294;Classique;Mathieu van der Poel;;Intégralité;Eurosport;Peu courant;Classique ou Semi-classique;;5
2023;Cholet-Pays de la Loire;19-mars-23;;Cholet;Cholet;205;Classique;Laurence Pithie;;Long format;Eurosport;Très rare;Autre;;4
2023;Tour de Catalogne;20-mars-23;1;Sant Feliu de Guíxols;Sant Feliu de Guíxols;165;Plat;Primož Roglič;Primož Roglič;Long format;Eurosport;Très rare;Autre;;5
2023;Tour de Catalogne;21-mars-23;2;Mataró;Vallter 2000;165;Montagne;Giulio Ciccone;Primož Roglič;Long format;Eurosport;Très rare;Autre;;5
2023;Tour de Catalogne;22-mars-23;3;Olost;La Molina;180;Montagne;Remco Evenepoel;Primož Roglič;Long format;Eurosport;Très rare;Autre;;5
2023;Bruges-La Panne;22-mars-23;;Bruges;La Panne;211;Classique;Jasper Philipsen;;Long format;Eurosport;Très rare;Autre;;4,5
2023;Tour de Catalogne;23-mars-23;4;Llívia;Sabadell;188;Plat;Kaden Groves;Primož Roglič;Long format;Eurosport;Très rare;Autre;;5
2023;Tour de Catalogne;24-mars-23;5;Tortosa;Terres de l'Ebre;176;Montagne;Primož Roglič;Primož Roglič;Long format;Eurosport;Très rare;Autre;;5
2023;GP E3;24-mars-23;;Harelbeke;Harelbeke;204;Classique;Wout van Aert;;Long format;Eurosport;Très rare;Autre;;5
2023;Tour de Catalogne;25-mars-23;6;Martorell;Molins de Rei;174;Accidentée;Kaden Groves;Primož Roglič;Long format;Eurosport;Très rare;Autre;;5
2023;Tour de Catalogne;26-mars-23;7;Barcelone;Barcelone;136;Accidentée;Remco Evenepoel;Primož Roglič;Long format;Eurosport;Très rare;Autre;;5
2023;Gand-Wevelgem;26-mars-23;;Ypres;Wevelgem;261;Classique;Christophe Laporte;;Long format;Eurosport;Très rare;Autre;;4,5
2023;A Travers la Flandre;29-mars-23;;Roulers;Waregem;184;Classique;Christophe Laporte;;Long format;Eurosport;Très rare;Autre;;4,5
2023;Tour des Flandres;02-avr-23;;Bruges;Audenarde;273;Classique;Tadej Pogačar;;Intégralité;Eurosport;Peu courant;Classique ou Semi-classique;;5
2023;Tour du Pays Basque;03-avr-23;1;Vitoria-Gasteiz;Labastida;165;Accidentée;Ethan Hayter;Ethan Hayter;Long format;Eurosport;Très rare;Autre;;5
2023;Tour du Pays Basque;04-avr-23;2;Viana;Leitza;193;Montagne;Ide Schelling;Ide Schelling;Long format;Eurosport;Très rare;Autre;;5
2023;Tour du Pays Basque;05-avr-23;3;Errenteria;Villabona;154;Accidentée;Jonas Vingegaard;Jonas Vingegaard;Long format;Eurosport;Très rare;Autre;;5
2023;GP Escaut;05-avr-23;;Terneuzen;Schoten;205;Classique;Jasper Philipsen;;Long format;Eurosport;Très rare;Autre;;5
